date,meantempm,maxtempm,mintempm,meantempm_1,meantempm_2,meantempm_3,meandewptm_1,meandewptm_2,meandewptm_3,meanpressurem_1,meanpressurem_2,meanpressurem_3,maxhumidity_1,maxhumidity_2,maxhumidity_3,minhumidity_1,minhumidity_2,minhumidity_3,maxtempm_1,maxtempm_2,maxtempm_3,mintempm_1,mintempm_2,mintempm_3,maxdewptm_1,maxdewptm_2,maxdewptm_3,mindewptm_1,mindewptm_2,mindewptm_3,maxpressurem_1,maxpressurem_2,maxpressurem_3,minpressurem_1,minpressurem_2,minpressurem_3,precipm_1,precipm_2,precipm_3
2012-01-02,-1.375,1.0,-4.0,-0.9583333333333334,-0.5833333333333334,0.20833333333333334,-3.125,-1.9583333333333333,-0.8333333333333334,932.5416666666666,1012.1666666666666,1011.1666666666666,96.0,96.0,95.0,79.0,94.0,93.0,1.0,2.0,2.0,-3.0,-2.0,-1.0,-1.0,-1.0,0.0,-5.0,-3.0,-1.0,1021.0,1014.0,1015.0,1014.0,1010.0,1010.0,0.0,0.0,0.0
2012-01-03,1.5833333333333333,4.0,0.0,-1.375,-0.9583333333333334,-0.5833333333333334,-3.9583333333333335,-3.125,-1.9583333333333333,1019.625,932.5416666666666,1012.1666666666666,87.0,96.0,96.0,85.0,79.0,94.0,1.0,1.0,2.0,-4.0,-3.0,-2.0,-2.0,-1.0,-1.0,-5.0,-5.0,-3.0,1021.0,1021.0,1014.0,1018.0,1014.0,1010.0,0.0,0.0,0.0
2012-01-04,1.4583333333333333,4.0,0.0,1.5833333333333333,-1.375,-0.9583333333333334,-0.041666666666666664,-3.9583333333333335,-3.125,1017.75,1019.625,932.5416666666666,97.0,87.0,96.0,95.0,85.0,79.0,4.0,1.0,1.0,0.0,-4.0,-3.0,2.0,-2.0,-1.0,-3.0,-5.0,-5.0,1020.0,1021.0,1021.0,1016.0,1018.0,1014.0,0.0,0.0,0.0
2012-01-05,1.625,4.0,1.0,1.4583333333333333,1.5833333333333333,-1.375,0.16666666666666666,-0.041666666666666664,-3.9583333333333335,1013.625,1017.75,1019.625,95.0,97.0,87.0,93.0,95.0,85.0,4.0,4.0,1.0,0.0,0.0,-4.0,1.0,2.0,-2.0,-1.0,-3.0,-5.0,1019.0,1020.0,1021.0,1009.0,1016.0,1018.0,0.0,0.0,0.0
2012-01-06,1.4166666666666667,4.0,-5.0,1.625,1.4583333333333333,1.5833333333333333,0.5,0.16666666666666666,-0.041666666666666664,1002.375,1013.625,1017.75,95.0,95.0,97.0,92.0,93.0,95.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,-1.0,-1.0,-3.0,1009.0,1019.0,1020.0,993.0,1009.0,1016.0,0.0,0.0,0.0
2012-01-07,-6.291666666666667,-3.0,-8.0,1.4166666666666667,1.625,1.4583333333333333,0.5,0.5,0.16666666666666666,996.7916666666666,1002.375,1013.625,96.0,95.0,95.0,92.0,92.0,93.0,4.0,4.0,4.0,-5.0,1.0,0.0,2.0,2.0,1.0,-5.0,-1.0,-1.0,1014.0,1009.0,1019.0,991.0,993.0,1009.0,0.0,0.0,0.0
2012-01-08,-0.7083333333333334,2.0,-4.0,-6.291666666666667,1.4166666666666667,1.625,-7.125,0.5,0.5,1020.7916666666666,996.7916666666666,1002.375,93.0,96.0,95.0,90.0,92.0,92.0,-3.0,4.0,4.0,-8.0,-5.0,1.0,-4.0,2.0,2.0,-8.0,-5.0,-1.0,1022.0,1014.0,1009.0,1015.0,991.0,993.0,0.0,0.0,0.0
2012-01-09,-3.625,-2.0,-6.0,-0.7083333333333334,-6.291666666666667,1.4166666666666667,-2.5,-7.125,0.5,1011.5416666666666,1020.7916666666666,996.7916666666666,91.0,93.0,96.0,89.0,90.0,92.0,2.0,-3.0,4.0,-4.0,-8.0,-5.0,-2.0,-4.0,2.0,-5.0,-8.0,-5.0,1020.0,1022.0,1014.0,1010.0,1015.0,991.0,0.0,0.0,0.0
2012-01-10,-1.9166666666666667,1.0,-4.0,-3.625,-0.7083333333333334,-6.291666666666667,-4.458333333333333,-2.5,-7.125,1021.4166666666666,1011.5416666666666,1020.7916666666666,94.0,91.0,93.0,79.0,89.0,90.0,-2.0,2.0,-3.0,-6.0,-4.0,-8.0,-3.0,-2.0,-4.0,-7.0,-5.0,-8.0,1024.0,1020.0,1022.0,1019.0,1010.0,1015.0,0.0,0.0,0.0
2012-01-11,-2.4583333333333335,0.0,-4.0,-1.9166666666666667,-3.625,-0.7083333333333334,-4.041666666666667,-4.458333333333333,-2.5,1020.9583333333334,1021.4166666666666,1011.5416666666666,96.0,94.0,91.0,95.0,79.0,89.0,1.0,-2.0,2.0,-4.0,-6.0,-4.0,-2.0,-3.0,-2.0,-8.0,-7.0,-5.0,1024.0,1024.0,1020.0,1018.0,1019.0,1010.0,0.0,0.0,0.0
2012-01-12,0.4166666666666667,3.0,-2.0,-2.4583333333333335,-1.9166666666666667,-3.625,-4.375,-4.041666666666667,-4.458333333333333,1024.0,1020.9583333333334,1021.4166666666666,96.0,96.0,94.0,87.0,95.0,79.0,0.0,1.0,-2.0,-4.0,-4.0,-6.0,-3.0,-2.0,-3.0,-6.0,-8.0,-7.0,1026.0,1024.0,1024.0,1019.0,1018.0,1019.0,0.0,0.0,0.0
2012-01-13,0.6666666666666666,3.0,-1.0,0.4166666666666667,-2.4583333333333335,-1.9166666666666667,-0.7916666666666666,-4.375,-4.041666666666667,1015.75,1024.0,1020.9583333333334,96.0,96.0,96.0,88.0,87.0,95.0,3.0,0.0,1.0,-2.0,-4.0,-4.0,0.0,-3.0,-2.0,-3.0,-6.0,-8.0,1018.0,1026.0,1024.0,1008.0,1019.0,1018.0,0.0,0.0,0.0
2012-01-14,-0.9583333333333334,1.0,-2.0,0.6666666666666666,0.4166666666666667,-2.4583333333333335,-1.75,-0.7916666666666666,-4.375,1003.375,1015.75,1024.0,89.0,96.0,96.0,86.0,88.0,87.0,3.0,3.0,0.0,-1.0,-2.0,-4.0,0.0,0.0,-3.0,-3.0,-3.0,-6.0,1007.0,1018.0,1026.0,1001.0,1008.0,1019.0,0.0,0.0,0.0
2012-01-15,-3.2083333333333335,-2.0,-5.0,-0.9583333333333334,0.6666666666666666,0.4166666666666667,-3.7916666666666665,-1.75,-0.7916666666666666,1002.2083333333334,1003.375,1015.75,95.0,89.0,96.0,84.0,86.0,88.0,1.0,3.0,3.0,-2.0,-1.0,-2.0,-2.0,0.0,0.0,-6.0,-3.0,-3.0,1003.0,1007.0,1018.0,1001.0,1001.0,1008.0,0.0,0.0,0.0
2012-01-16,-4.333333333333333,-3.0,-6.0,-3.2083333333333335,-0.9583333333333334,0.6666666666666666,-4.25,-3.7916666666666665,-1.75,1005.2083333333334,1002.2083333333334,1003.375,97.0,95.0,89.0,90.0,84.0,86.0,-2.0,1.0,3.0,-5.0,-2.0,-1.0,-3.0,-2.0,0.0,-5.0,-6.0,-3.0,1010.0,1003.0,1007.0,1001.0,1001.0,1001.0,0.0,0.0,0.0
2012-01-17,-6.666666666666667,-4.0,-11.0,-4.333333333333333,-3.2083333333333335,-0.9583333333333334,-5.208333333333333,-4.25,-3.7916666666666665,1013.75,1005.2083333333334,1002.2083333333334,97.0,97.0,95.0,96.0,90.0,84.0,-3.0,-2.0,1.0,-6.0,-5.0,-2.0,-4.0,-3.0,-2.0,-6.0,-5.0,-6.0,1017.0,1010.0,1003.0,1011.0,1001.0,1001.0,0.0,0.0,0.0
2012-01-18,-10.166666666666666,-6.0,-13.0,-6.666666666666667,-4.333333333333333,-3.2083333333333335,-7.416666666666667,-5.208333333333333,-4.25,1021.0833333333334,1013.75,1005.2083333333334,97.0,97.0,97.0,96.0,96.0,90.0,-4.0,-3.0,-2.0,-11.0,-6.0,-5.0,-6.0,-4.0,-3.0,-11.0,-6.0,-5.0,1027.0,1017.0,1010.0,1017.0,1011.0,1001.0,0.0,0.0,0.0
2012-01-19,-9.125,-7.0,-12.0,-10.166666666666666,-6.666666666666667,-4.333333333333333,-10.833333333333334,-7.416666666666667,-5.208333333333333,1028.7083333333333,1021.0833333333334,1013.75,97.0,97.0,97.0,94.0,96.0,96.0,-6.0,-4.0,-3.0,-13.0,-11.0,-6.0,-8.0,-6.0,-4.0,-13.0,-11.0,-6.0,1029.0,1027.0,1017.0,1027.0,1017.0,1011.0,0.0,0.0,0.0
2012-01-20,-4.458333333333333,-1.0,-7.0,-9.125,-10.166666666666666,-6.666666666666667,-10.708333333333334,-10.833333333333334,-7.416666666666667,1023.0,1028.7083333333333,1021.0833333333334,95.0,97.0,97.0,91.0,94.0,96.0,-7.0,-6.0,-4.0,-12.0,-13.0,-11.0,-9.0,-8.0,-6.0,-12.0,-13.0,-11.0,1029.0,1029.0,1027.0,1016.0,1027.0,1017.0,0.0,0.0,0.0
2012-01-21,-1.5,0.0,-5.0,-4.458333333333333,-9.125,-10.166666666666666,-5.25,-10.708333333333334,-10.833333333333334,1010.5833333333334,1023.0,1028.7083333333333,95.0,95.0,97.0,93.0,91.0,94.0,-1.0,-7.0,-6.0,-7.0,-12.0,-13.0,-3.0,-9.0,-8.0,-8.0,-12.0,-13.0,1016.0,1029.0,1029.0,1008.0,1016.0,1027.0,0.0,0.0,0.0
2012-01-22,-3.4583333333333335,-1.0,-6.0,-1.5,-4.458333333333333,-9.125,-1.8333333333333333,-5.25,-10.708333333333334,1009.2916666666666,1010.5833333333334,1023.0,98.0,95.0,95.0,96.0,93.0,91.0,0.0,-1.0,-7.0,-5.0,-7.0,-12.0,0.0,-3.0,-9.0,-5.0,-8.0,-12.0,1012.0,1016.0,1029.0,1008.0,1008.0,1016.0,0.0,0.0,0.0
2012-01-23,-7.0,-4.0,-12.0,-3.4583333333333335,-1.5,-4.458333333333333,-4.0,-1.8333333333333333,-5.25,1007.4583333333334,1009.2916666666666,1010.5833333333334,98.0,98.0,95.0,97.0,96.0,93.0,-1.0,0.0,-1.0,-6.0,-5.0,-7.0,-1.0,0.0,-3.0,-6.0,-5.0,-8.0,1009.0,1012.0,1016.0,1005.0,1008.0,1008.0,0.0,0.0,0.0
2012-01-24,-4.125,-2.0,-7.0,-7.0,-3.4583333333333335,-1.5,-7.083333333333333,-4.0,-1.8333333333333333,1009.7916666666666,1007.4583333333334,1009.2916666666666,100.0,98.0,98.0,97.0,97.0,96.0,-4.0,-1.0,0.0,-12.0,-6.0,-5.0,-4.0,-1.0,0.0,-12.0,-6.0,-5.0,1015.0,1009.0,1012.0,1005.0,1005.0,1008.0,0.0,0.0,0.0
2012-01-25,-9.333333333333334,-5.0,-16.0,-4.125,-7.0,-3.4583333333333335,-4.166666666666667,-7.083333333333333,-4.0,1018.25,1009.7916666666666,1007.4583333333334,98.0,100.0,98.0,97.0,97.0,97.0,-2.0,-4.0,-1.0,-7.0,-12.0,-6.0,-2.0,-4.0,-1.0,-7.0,-12.0,-6.0,1022.0,1015.0,1009.0,1015.0,1005.0,1005.0,0.0,0.0,0.0
2012-01-26,-15.333333333333334,-13.0,-17.0,-9.333333333333334,-4.125,-7.0,-9.458333333333334,-4.166666666666667,-7.083333333333333,1026.4166666666667,1018.25,1009.7916666666666,98.0,98.0,100.0,95.0,97.0,97.0,-5.0,-2.0,-4.0,-16.0,-7.0,-12.0,-5.0,-2.0,-4.0,-16.0,-7.0,-12.0,1030.0,1022.0,1015.0,1023.0,1015.0,1005.0,0.0,0.0,0.0
2012-01-27,-15.916666666666666,-13.0,-18.0,-15.333333333333334,-9.333333333333334,-4.125,-15.833333333333334,-9.458333333333334,-4.166666666666667,1033.5833333333333,1026.4166666666667,1018.25,97.0,98.0,98.0,96.0,95.0,97.0,-13.0,-5.0,-2.0,-17.0,-16.0,-7.0,-14.0,-5.0,-2.0,-17.0,-16.0,-7.0,1036.0,1030.0,1022.0,1031.0,1023.0,1015.0,0.0,0.0,0.0
2012-01-28,-16.5,-13.0,-20.0,-15.916666666666666,-15.333333333333334,-9.333333333333334,-16.416666666666668,-15.833333333333334,-9.458333333333334,1039.6666666666667,1033.5833333333333,1026.4166666666667,97.0,97.0,98.0,95.0,96.0,95.0,-13.0,-13.0,-5.0,-18.0,-17.0,-16.0,-14.0,-14.0,-5.0,-19.0,-17.0,-16.0,1042.0,1036.0,1030.0,1037.0,1031.0,1023.0,0.0,0.0,0.0
2012-01-29,-15.166666666666666,-12.0,-18.0,-16.5,-15.916666666666666,-15.333333333333334,-16.625,-16.416666666666668,-15.833333333333334,1041.0416666666667,1039.6666666666667,1033.5833333333333,96.0,97.0,97.0,94.0,95.0,96.0,-13.0,-13.0,-13.0,-20.0,-18.0,-17.0,-13.0,-14.0,-14.0,-20.0,-19.0,-17.0,1042.0,1042.0,1036.0,1040.0,1037.0,1031.0,0.0,0.0,0.0
2012-01-30,-16.25,-12.0,-19.0,-15.166666666666666,-16.5,-15.916666666666666,-15.833333333333334,-16.625,-16.416666666666668,1039.25,1041.0416666666667,1039.6666666666667,97.0,96.0,97.0,95.0,94.0,95.0,-12.0,-13.0,-13.0,-18.0,-20.0,-18.0,-14.0,-13.0,-14.0,-19.0,-20.0,-19.0,1041.0,1042.0,1042.0,1038.0,1040.0,1037.0,0.0,0.0,0.0
2012-01-31,-18.5,-14.0,-22.0,-16.25,-15.166666666666666,-16.5,-16.458333333333332,-15.833333333333334,-16.625,1041.5416666666667,1039.25,1041.0416666666667,98.0,97.0,96.0,97.0,95.0,94.0,-12.0,-12.0,-13.0,-19.0,-18.0,-20.0,-13.0,-14.0,-13.0,-19.0,-19.0,-20.0,1043.0,1041.0,1042.0,1041.0,1038.0,1040.0,0.0,0.0,0.0
2012-02-01,-22.208333333333332,-18.0,-25.0,-18.5,-16.25,-15.166666666666666,-18.625,-16.458333333333332,-15.833333333333334,1039.9166666666667,1041.5416666666667,1039.25,100.0,98.0,97.0,98.0,97.0,95.0,-14.0,-12.0,-12.0,-22.0,-19.0,-18.0,-15.0,-13.0,-14.0,-22.0,-19.0,-19.0,1041.0,1043.0,1041.0,1039.0,1041.0,1038.0,0.0,0.0,0.0
2012-02-02,-24.125,-19.0,-27.0,-22.208333333333332,-18.5,-16.25,-22.25,-18.625,-16.458333333333332,1038.4166666666667,1039.9166666666667,1041.5416666666667,100.0,100.0,98.0,99.0,98.0,97.0,-18.0,-14.0,-12.0,-25.0,-22.0,-19.0,-19.0,-15.0,-13.0,-25.0,-22.0,-19.0,1040.0,1041.0,1043.0,1037.0,1039.0,1041.0,0.0,0.0,0.0
2012-02-03,-20.75,-16.0,-28.0,-24.125,-22.208333333333332,-18.5,-24.125,-22.25,-18.625,1037.75,1038.4166666666667,1039.9166666666667,99.0,100.0,100.0,96.0,99.0,98.0,-19.0,-18.0,-14.0,-27.0,-25.0,-22.0,-20.0,-19.0,-15.0,-27.0,-25.0,-22.0,1040.0,1040.0,1041.0,1037.0,1037.0,1039.0,0.0,0.0,0.0
2012-02-04,-12.875,-10.0,-15.0,-20.75,-24.125,-22.208333333333332,-21.166666666666668,-24.125,-22.25,1042.4583333333333,1037.75,1038.4166666666667,96.0,99.0,100.0,95.0,96.0,99.0,-16.0,-19.0,-18.0,-28.0,-27.0,-25.0,-16.0,-20.0,-19.0,-28.0,-27.0,-25.0,1044.0,1040.0,1040.0,1040.0,1037.0,1037.0,0.0,0.0,0.0
2012-02-05,-9.083333333333334,-8.0,-11.0,-12.875,-20.75,-24.125,-13.583333333333334,-21.166666666666668,-24.125,1037.7916666666667,1042.4583333333333,1037.75,96.0,96.0,99.0,93.0,95.0,96.0,-10.0,-16.0,-19.0,-15.0,-28.0,-27.0,-10.0,-16.0,-20.0,-16.0,-28.0,-27.0,1042.0,1044.0,1040.0,1035.0,1040.0,1037.0,0.0,0.0,0.0
2012-02-06,-12.208333333333334,-10.0,-14.0,-9.083333333333334,-12.875,-20.75,-9.375,-13.583333333333334,-21.166666666666668,1033.25,1037.7916666666667,1042.4583333333333,97.0,96.0,96.0,95.0,93.0,95.0,-8.0,-10.0,-16.0,-11.0,-15.0,-28.0,-9.0,-10.0,-16.0,-11.0,-16.0,-28.0,1034.0,1042.0,1044.0,1033.0,1035.0,1040.0,0.0,0.0,0.0
2012-02-07,-17.5,-14.0,-21.0,-12.208333333333334,-9.083333333333334,-12.875,-12.625,-9.375,-13.583333333333334,1034.625,1033.25,1037.7916666666667,98.0,97.0,96.0,96.0,95.0,93.0,-10.0,-8.0,-10.0,-14.0,-11.0,-15.0,-10.0,-9.0,-10.0,-14.0,-11.0,-16.0,1037.0,1034.0,1042.0,1033.0,1033.0,1035.0,0.0,0.0,0.0
2012-02-08,-18.208333333333332,-14.0,-22.0,-17.5,-12.208333333333334,-9.083333333333334,-18.25,-12.625,-9.375,1041.375,1034.625,1033.25,97.0,98.0,97.0,95.0,96.0,95.0,-14.0,-10.0,-8.0,-21.0,-14.0,-11.0,-15.0,-10.0,-9.0,-21.0,-14.0,-11.0,1044.0,1037.0,1034.0,1038.0,1033.0,1033.0,0.0,0.0,0.0
2012-02-09,-18.083333333333332,-13.0,-21.0,-18.208333333333332,-17.5,-12.208333333333334,-18.375,-18.25,-12.625,1040.0416666666667,1041.375,1034.625,97.0,97.0,98.0,95.0,95.0,96.0,-14.0,-14.0,-10.0,-22.0,-21.0,-14.0,-15.0,-15.0,-10.0,-21.0,-21.0,-14.0,1043.0,1044.0,1037.0,1037.0,1038.0,1033.0,0.0,0.0,0.0
2012-02-10,-18.416666666666668,-13.0,-23.0,-18.083333333333332,-18.208333333333332,-17.5,-18.333333333333332,-18.375,-18.25,1034.4166666666667,1040.0416666666667,1041.375,100.0,97.0,97.0,94.0,95.0,95.0,-13.0,-14.0,-14.0,-21.0,-22.0,-21.0,-14.0,-15.0,-15.0,-21.0,-21.0,-21.0,1037.0,1043.0,1044.0,1033.0,1037.0,1038.0,0.0,0.0,0.0
2012-02-11,-22.708333333333332,-15.0,-28.0,-18.416666666666668,-18.083333333333332,-18.208333333333332,-18.416666666666668,-18.333333333333332,-18.375,1034.4166666666667,1034.4166666666667,1040.0416666666667,100.0,100.0,97.0,99.0,94.0,95.0,-13.0,-13.0,-14.0,-23.0,-21.0,-22.0,-14.0,-14.0,-15.0,-23.0,-21.0,-21.0,1035.0,1037.0,1043.0,1034.0,1033.0,1037.0,0.0,0.0,0.0
2012-02-12,-20.291666666666668,-15.0,-27.0,-22.708333333333332,-18.416666666666668,-18.083333333333332,-22.625,-18.416666666666668,-18.333333333333332,1035.1666666666667,1034.4166666666667,1034.4166666666667,100.0,100.0,100.0,96.0,99.0,94.0,-15.0,-13.0,-13.0,-28.0,-23.0,-21.0,-16.0,-14.0,-14.0,-28.0,-23.0,-21.0,1036.0,1035.0,1037.0,1034.0,1034.0,1033.0,0.0,0.0,0.0
2012-02-13,-15.541666666666666,-12.0,-21.0,-20.291666666666668,-22.708333333333332,-18.416666666666668,-20.166666666666668,-22.625,-18.416666666666668,1033.5833333333333,1035.1666666666667,1034.4166666666667,100.0,100.0,100.0,94.0,96.0,99.0,-15.0,-15.0,-13.0,-27.0,-28.0,-23.0,-15.0,-16.0,-14.0,-27.0,-28.0,-23.0,1037.0,1036.0,1035.0,1031.0,1034.0,1034.0,0.0,0.0,0.0
2012-02-14,-10.916666666666666,-9.0,-13.0,-15.541666666666666,-20.291666666666668,-22.708333333333332,-16.0,-20.166666666666668,-22.625,1025.5416666666667,1033.5833333333333,1035.1666666666667,97.0,100.0,100.0,92.0,94.0,96.0,-12.0,-15.0,-15.0,-21.0,-27.0,-28.0,-13.0,-15.0,-16.0,-21.0,-27.0,-28.0,1031.0,1037.0,1036.0,1020.0,1031.0,1034.0,0.0,0.0,0.0
2012-02-15,-12.041666666666666,-8.0,-15.0,-10.916666666666666,-15.541666666666666,-20.291666666666668,-11.208333333333334,-16.0,-20.166666666666668,1012.2916666666666,1025.5416666666667,1033.5833333333333,98.0,97.0,100.0,97.0,92.0,94.0,-9.0,-12.0,-15.0,-13.0,-21.0,-27.0,-10.0,-13.0,-15.0,-13.0,-21.0,-27.0,1020.0,1031.0,1037.0,1007.0,1020.0,1031.0,0.0,0.0,0.0
2012-02-16,-12.458333333333334,-8.0,-15.0,-12.041666666666666,-10.916666666666666,-15.541666666666666,-12.333333333333334,-11.208333333333334,-16.0,1004.5,1012.2916666666666,1025.5416666666667,97.0,98.0,97.0,96.0,97.0,92.0,-8.0,-9.0,-12.0,-15.0,-13.0,-21.0,-9.0,-10.0,-13.0,-15.0,-13.0,-21.0,1007.0,1020.0,1031.0,1002.0,1007.0,1020.0,0.0,0.0,0.0
2012-02-17,-11.458333333333334,-7.0,-16.0,-12.458333333333334,-12.041666666666666,-10.916666666666666,-12.583333333333334,-12.333333333333334,-11.208333333333334,1010.3333333333334,1004.5,1012.2916666666666,99.0,97.0,98.0,96.0,96.0,97.0,-8.0,-8.0,-9.0,-15.0,-15.0,-13.0,-8.0,-9.0,-10.0,-15.0,-15.0,-13.0,1016.0,1007.0,1020.0,1005.0,1002.0,1007.0,0.0,0.0,0.0
2012-02-18,-10.833333333333334,-7.0,-15.0,-11.458333333333334,-12.458333333333334,-12.041666666666666,-11.75,-12.583333333333334,-12.333333333333334,1017.4583333333334,1010.3333333333334,1004.5,100.0,99.0,97.0,98.0,96.0,96.0,-7.0,-8.0,-8.0,-16.0,-15.0,-15.0,-8.0,-8.0,-9.0,-15.0,-15.0,-15.0,1018.0,1016.0,1007.0,1016.0,1005.0,1002.0,0.0,0.0,0.0
2012-02-19,-13.5,-8.0,-20.0,-10.833333333333334,-11.458333333333334,-12.458333333333334,-11.125,-11.75,-12.583333333333334,1021.3333333333334,1017.4583333333334,1010.3333333333334,98.0,100.0,99.0,97.0,98.0,96.0,-7.0,-7.0,-8.0,-15.0,-16.0,-15.0,-8.0,-8.0,-8.0,-14.0,-15.0,-15.0,1025.0,1018.0,1016.0,1019.0,1016.0,1005.0,0.0,0.0,0.0
2012-02-20,-7.333333333333333,-2.0,-14.0,-13.5,-10.833333333333334,-11.458333333333334,-13.583333333333334,-11.125,-11.75,1027.9166666666667,1021.3333333333334,1017.4583333333334,100.0,98.0,100.0,97.0,97.0,98.0,-8.0,-7.0,-7.0,-20.0,-15.0,-16.0,-9.0,-8.0,-8.0,-20.0,-14.0,-15.0,1031.0,1025.0,1018.0,1025.0,1019.0,1016.0,0.0,0.0,0.0
2012-02-21,-3.25,0.0,-5.0,-7.333333333333333,-13.5,-10.833333333333334,-7.791666666666667,-13.583333333333334,-11.125,1030.9583333333333,1027.9166666666667,1021.3333333333334,97.0,100.0,98.0,96.0,97.0,97.0,-2.0,-8.0,-7.0,-14.0,-20.0,-15.0,-3.0,-9.0,-8.0,-14.0,-20.0,-14.0,1032.0,1031.0,1025.0,1030.0,1025.0,1019.0,0.0,0.0,0.0
2012-02-22,-1.5416666666666667,1.0,-5.0,-3.25,-7.333333333333333,-13.5,-3.7916666666666665,-7.791666666666667,-13.583333333333334,1029.9583333333333,1030.9583333333333,1027.9166666666667,97.0,97.0,100.0,91.0,96.0,97.0,0.0,-2.0,-8.0,-5.0,-14.0,-20.0,0.0,-3.0,-9.0,-6.0,-14.0,-20.0,1031.0,1032.0,1031.0,1027.0,1030.0,1025.0,0.0,0.0,0.0
2012-02-23,0.625,3.0,-3.0,-1.5416666666666667,-3.25,-7.333333333333333,-2.0,-3.7916666666666665,-7.791666666666667,1024.125,1029.9583333333333,1030.9583333333333,100.0,97.0,97.0,95.0,91.0,96.0,1.0,0.0,-2.0,-5.0,-5.0,-14.0,1.0,0.0,-3.0,-6.0,-6.0,-14.0,1026.0,1031.0,1032.0,1023.0,1027.0,1030.0,0.0,0.0,0.0
2012-02-24,1.1666666666666667,2.0,1.0,0.625,-1.5416666666666667,-3.25,0.20833333333333334,-2.0,-3.7916666666666665,1012.0833333333334,1024.125,1029.9583333333333,100.0,100.0,97.0,93.0,95.0,91.0,3.0,1.0,0.0,-3.0,-5.0,-5.0,3.0,1.0,0.0,-3.0,-6.0,-6.0,1023.0,1026.0,1031.0,1004.0,1023.0,1027.0,0.0,0.0,0.0
2012-02-25,1.5,3.0,1.0,1.1666666666666667,0.625,-1.5416666666666667,1.1666666666666667,0.20833333333333334,-2.0,1002.0,1012.0833333333334,1024.125,100.0,100.0,100.0,99.0,93.0,95.0,2.0,3.0,1.0,1.0,-3.0,-5.0,2.0,3.0,1.0,1.0,-3.0,-6.0,1004.0,1023.0,1026.0,998.0,1004.0,1023.0,0.0,0.0,0.0
2012-02-26,0.5,2.0,-1.0,1.5,1.1666666666666667,0.625,1.3333333333333333,1.1666666666666667,0.20833333333333334,996.7916666666666,1002.0,1012.0833333333334,100.0,100.0,100.0,95.0,99.0,93.0,3.0,2.0,3.0,1.0,1.0,-3.0,3.0,2.0,3.0,0.0,1.0,-3.0,999.0,1004.0,1023.0,995.0,998.0,1004.0,0.0,0.0,0.0
2012-02-27,-2.0833333333333335,-1.0,-4.0,0.5,1.5,1.1666666666666667,0.08333333333333333,1.3333333333333333,1.1666666666666667,1000.6666666666666,996.7916666666666,1002.0,100.0,100.0,100.0,96.0,95.0,99.0,2.0,3.0,2.0,-1.0,1.0,1.0,3.0,3.0,2.0,-2.0,0.0,1.0,1006.0,999.0,1004.0,998.0,995.0,998.0,0.0,0.0,0.0
2012-02-28,-3.8333333333333335,-2.0,-6.0,-2.0833333333333335,0.5,1.5,-3.4166666666666665,0.08333333333333333,1.3333333333333333,1010.0833333333334,1000.6666666666666,996.7916666666666,96.0,100.0,100.0,95.0,96.0,95.0,-1.0,2.0,3.0,-4.0,-1.0,1.0,-2.0,3.0,3.0,-5.0,-2.0,0.0,1014.0,1006.0,999.0,1006.0,998.0,995.0,0.0,0.0,0.0
2012-02-29,-3.5833333333333335,-1.0,-6.0,-3.8333333333333335,-2.0833333333333335,0.5,-4.833333333333333,-3.4166666666666665,0.08333333333333333,1012.7916666666666,1010.0833333333334,1000.6666666666666,96.0,96.0,100.0,95.0,95.0,96.0,-2.0,-1.0,2.0,-6.0,-4.0,-1.0,-4.0,-2.0,3.0,-6.0,-5.0,-2.0,1015.0,1014.0,1006.0,1008.0,1006.0,998.0,0.0,0.0,0.0
2012-03-01,-3.9166666666666665,0.0,-8.0,-3.5833333333333335,-3.8333333333333335,-2.0833333333333335,-4.625,-4.833333333333333,-3.4166666666666665,1011.6666666666666,1012.7916666666666,1010.0833333333334,96.0,96.0,96.0,95.0,95.0,95.0,-1.0,-2.0,-1.0,-6.0,-6.0,-4.0,-3.0,-4.0,-2.0,-6.0,-6.0,-5.0,1018.0,1015.0,1014.0,1007.0,1008.0,1006.0,0.0,0.0,0.0
2012-03-02,0.25,1.0,-1.0,-3.9166666666666665,-3.5833333333333335,-3.8333333333333335,-4.375,-4.625,-4.833333333333333,1019.6666666666666,1011.6666666666666,1012.7916666666666,97.0,96.0,96.0,96.0,95.0,95.0,0.0,-1.0,-2.0,-8.0,-6.0,-6.0,-2.0,-3.0,-4.0,-8.0,-6.0,-6.0,1021.0,1018.0,1015.0,1017.0,1007.0,1008.0,0.0,0.0,0.0
2012-03-03,-0.16666666666666666,1.0,-2.0,0.25,-3.9166666666666665,-3.5833333333333335,0.041666666666666664,-4.375,-4.625,1008.5833333333334,1019.6666666666666,1011.6666666666666,100.0,97.0,96.0,94.0,96.0,95.0,1.0,0.0,-1.0,-1.0,-8.0,-6.0,2.0,-2.0,-3.0,-1.0,-8.0,-6.0,1016.0,1021.0,1018.0,1004.0,1017.0,1007.0,0.0,0.0,0.0
